W3181,,Genome count,PMID,Product Descriptor,GENE,Alias,Role,Regulated by,Essentiality Class in MR-1,FIG Function,FIG Subsystem,CAZY,family,Merops family,cofactor (organic),cofactor (inorganic,substrate,Transport Family,EC NUMBER,evolution,Genome count,Localization,Group ID
W3181_3490,,14,,metal ion transporter MIT family,,,Transport,,Dispensable,CmaX protein,,,,,,,,1.A.35.4,,,1,IM 2 TM,Shw06867
W3181_3491,,22,,lysine-sensitive aspartokinase III LysC,lysC,,Lysine Biosynthesis DAP Pathway,,Dispensable,Aspartokinase (EC 2.7.2.4),Lysine Biosynthesis DAP Pathway; <br>Threonine and Homoserine Biosynthesis,,,,,,,,2.7.2.4,core,1,cyt,Shw07482
W3181_3492,,22,,protein of unknown function DUF3293,,,,,Dispensable,hypothetical protein,,,,,,,,,,core,1,cyt,Shw07481
W3181_3493,,22,,two component signal transduction system controlling aerobic respiration response regulator ArcA,arcA,,Electron transfer - oxygen,,Unknown,Aerobic respiration control protein arcA,,,,,,,,,,core,1,cyt-IM assoc,Shw07480
W3181_3494,,22,,periplasmic dipeptidylpeptidase IV Dpp4,dpp4,,,,Dispensable,Dipeptidyl peptidase IV,,,,,,,,,3.4.14.5,core,1,peri,Shw07479
W3181_3495,,22,,fructose-16-bisphosphatase Fbp,fbp,,Glycolysis and Gluconeogenesis,,Unknown,Fructose-16-bisphosphatase type I (EC 3.1.3.11),Glycolysis and Gluconeogenesis; <br>Glycolysis and Gluconeogenesis including Archaeal enzymes,,,,,,,,3.1.3.11,core,1,cyt,Shw07478
W3181_3496,,1,,ISShes9 hypothetical protein OrfC,,,DNA mobilization - IS element,,,hypothetical protein,,,,,,,,,,mobile - ISShes9,1,cyt,orfC_ISShes9
W3181_3497,,1,,ISShes9 transposase TnpB_ISShes9,tnpA_ISShes9,,DNA mobilization - IS element,,,ISPsy5 Orf1,,,,,,,,,,mobile - ISShes9,1,cyt,tnpa_ISShes9
W3181_3498,,1,,ISShes9 transposase TnpA_ISShes9,tnpA_ISShes9,,DNA mobilization - IS element,,,transposase,,,,,,,,,,mobile - ISShes9,1,cyt,tnpa_ISShes9
W3181_3499,,1,,CMP/dCMP deaminase zinc-binding,,,,,,Cytidine/deoxycytidylate deaminase family protein,,,,,,,,,,W3181 only,1,cyt,W3181_3499
W3181_3500,,4,,Bon domain lipoprotein,,,,,,transport-associated,,,,,,,,,,,1,LP-surface,Shw05408
W3181_3501,,13,,membrane protein UPF0114 family,,,,,Dispensable Unclear In Ecoli,Putative membrane protein,,,,,,,,,,,1,IM 3 TM,Shw06815
W3181_3502,,3,,methyl accepting sensory transducer with Cache_2 sensory domain,,,Chemotaxis sensor,,,Methyl-accepting chemotaxis protein,,,,,,,,,,sput only,1,IM 2 TM,Shw04694
W3181_3503,,22,,proton/sodium:glutamate symporter DAACS family,,,Transport; other half of OS155_0598 = OS155_0779 Missassembly?,,Dispensable,Sodium/glutamate symporter,,,,,,,,2.A.23.1,,core,1,IM 8 TM,Shw07477
W3181_3504,,13,,protein of unknown function DUF2220,,,,,Dispensable,hypothetical protein,,,,,,,,,,,1,cyt,Shw06807
W3181_3505,,21,,conserved protein of unknown function,,,CBSS-211586.1.peg.3636,,Dispensable,FIG020568: hypothetical protein,CBSS-211586.1.peg.3636,,,,,,,,,core (Sben missing),1,cyt,Shw07289
W3181_3506,,22,,conserved hypothetical protein,,,CBSS-211586.1.peg.3636,,Unknown,FIG020042: hypothetical protein,CBSS-211586.1.peg.3636,,,,,,,,,core,1,cyt,Shw07476
W3181_3507,,22,22125499,putative recombination regulator protein DUF3584 family,,,CBSS-211586.1.peg.3636,,Dispensable,FIG020374: hypothetical protein,CBSS-211586.1.peg.3636,,,,ATP,,,,,core,1,cyt,Shw07475
W3181_3508,,9,,two component signal transduction system controlling the tetrathionate reductase regulon response regulator TtrR,ttrR,,2CP RR - tetrathionate,,,Tetrathionate reductase two-component response regulator,Tetrathionate respiration,,,,,,,,,lost in several strains,1,cyt-IM assoc,Shw06531
W3181_3509,,9,,two component signal transduction system controlling the tetrathionate reductase regulon histidine kinase TtrS,ttrS,,2CP HK - tetrathionate,,,Tetrathionate reductase sensory transduction histidine kinase,Tetrathionate respiration,,,,,,,2.7.13.3,,lost in several strains,1,IM 2 TM,Shw06530
W3181_3510,,9,,tetrathionate reductase 4Fe-4S ferredoxin subnit TtrB,ttrB,,Electron transfer - tetrathionate,,,Tetrathionate reductase subunit B,Tetrathionate respiration,,,,,,,5.A.3.10,,lost in several strains,1,peri,Shw06529
W3181_3511,,9,,tetrathionate reductase membrane anchored quinol oxidase TtrC,ttrC,,Electron transfer - tetrathionate,,,Tetrathionate reductase subunit C,Tetrathionate respiration,,,,,,,5.A.3.10,,lost in several strains,1,IM 9 TM,Shw06528
W3181_3512,,10,,tetrathionate reductase molybdopterin binding subunit TtrA,ttrA,,Electron transfer - tetrathionate,,,Tetrathionate reductase subunit A,Tetrathionate respiration,,,,,,,5.A.3.10,,lost in several strains,1,peri,Shw06598
W3181_3513,,10,,methyl-accepting chemotaxis sensory transducer with Pas sensory domain,,,Chemotaxis - MCP - tetrathionate???,,,Methyl-accepting chemotaxis protein,,,,,,,,,,lost in several strains,1,cyt-IM assoc,Shw06597
W3181_3514,,22,,protein of unknown function DUF3581,,,,,Unknown,hypothetical protein,,,,,,,,,,core,1,cyt,Shw07290
W3181_3515,,14,,conserved transmembrane protein,,,like pspC?,,Dispensable,hypothetical protein,,,,,,,,,,,1,IM 1 TM,Shw06873
W3181_3516,,12,,membrane protein of unknown function DUF2391,,,,,,hypothetical protein,,,,,,,,,,,1,IM 4 TM,Shw06763
W3181_3517,,21,,peptidyl-prolyl cis-trans isomerase PpiC,ppiC,,Peptidyl-prolyl cis-trans isomerase,,Unknown,Peptidyl-prolyl cis-trans isomerase ppiC (EC 5.2.1.8),Peptidyl-prolyl cis-trans isomerase,,,,,,,,5.2.1.8,no Sama,1,cyt,Shw00522a
W3181_3518,,22,,penicillin-binding protein 1B MrcB,mrcB,,Peptidoglycan Biosynthesis,,Dispensable,Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-),Peptidoglycan Biosynthesis; <br>Type IV pilus,GT51,,,,,,,"2.4.1.129, 3.4.-.-",core,1,IM 1 TM,Shw00521
W3181_3519,,22,,ATP-dependent helicase HrpB,hrpB,,,,Dispensable,ATP-dependent helicase HrpB,,,,,ATP,,,,3.6.1.-,core,1,cyt,Shw00520
W3181_3520,,14,,bifunctional diguanylate cyclase/phosphodiesterase,,,Sensory transduction,,Dispensable,Sensory box/GGDEF family protein,,,,,,,,,,,1,cyt,Shw00518
W3181_3521,,22,22125499,periplasmic cyctochrome c oxidase regulatory protein,,,,,Dispensable,Sel1 domain protein repeat-containing protein precursor,,,,,,,,,,core,1,peri,Shw00516
W3181_3522,,22,,cAMP-responsive regulator of catabolite repression Crp,crp,,1CP|activator - global,,Dispensable,Cyclic AMP receptor protein,cAMP signaling in bacteria,,Crp,,cAMP,,,,,core,1,cyt,Shw00515
W3181_3523,,21,,conserved hypothetical protein,,,,,Dispensable,hypothetical protein,,,,,,,,,,no Sden,1,peri,Shw00514
W3181_3524,,21,,two component signal transduction system response regulator,,,2CP RR,,Dispensable,DNA-binding response regulator,,,,,,,,,,no Sden,1,cyt-IM assoc,Shw00513
W3181_3525,,21,,two component signal transduction system histidine kinase,,,2CP HK,,Dispensable,Sensor protein (EC 2.7.13.3),,,,,ATP,,,,2.7.13.3,no Sden,1,IM 2 TM,Shw00512
W3181_3526,,21,,putative hydrolase involved in arginine and ornithine metabolism,,,Arginine and Ornithine Degradation,ArgR,Dispensable,FIG008480: hypothetical protein,A hypothetical that clusters with arginine and ornithine degradation,,,,,,,,,no Sden,1,cyt,Shw03399b
W3181_3527,,22,,succinylglutamic semialdehyde dehydrogenase AstD,astD,,Arginine and Ornithine Degradation,ArgR,Dispensable,Succinylglutamic semialdehyde dehydrogenase (EC 1.2.1.71),A hypothetical that clusters with arginine and ornithine degradation; <br>Arginine and Ornithine Degradation,,,,,,,,1.2.1.71,core,1,cyt,Shw00510
W3181_3528,,22,,arginine N-succinyltransferase AstA,astA,,Arginine and Ornithine Degradation,ArgR,Dispensable Unclear In Ecoli,Arginine N-succinyltransferase (EC 2.3.1.109),A hypothetical that clusters with arginine and ornithine degradation; <br>Arginine and Ornithine Degradation,,,,,,,,2.3.1.109,core,1,cyt,Shw00509
W3181_3529,,22,,bifunctional acetylornithine aminotransferase/succinyl-diaminopimelate aminotransferase/succinylornithine transaminase ArgD,argD,,Arginine and Ornithine Degradation,ArgR,Dispensable,Acetylornithine aminotransferase (EC 2.6.1.11) / N-succinyl-LL-diaminopimelate aminotransferase (EC 2.6.1.17) / Succinylornithine transaminase (EC 2.6.1.81),A hypothetical that clusters with arginine and ornithine degradation; <br>Arginine Biosynthesis extended; <br>Arginine and Ornithine Degradation; <br>Lysine Biosynthesis DAP Pathway,,,,pyridoxyl phosphate (PLP),,,,"2.6.1.11, 2.6.1.17, 2.6.1.81",core,1,cyt,Shw00508
W3181_3530,,12,,lipase/esterase,,,non-peptidase,,Dispensable,Probable esterase,,,,S09X,,,,,,,1,cyt,Shw00507
W3181_3531,,22,,HD domain protein,,,,,Dispensable,Putative signal transduction protein,,,,,,,,,,core,1,cyt,Shw00506
W3181_3532,,22,,peptidase S9 family,,,peptidase,,Dispensable,Dipeptidyl peptidase IV,,,,S09B,,,,,,core,1,LP-OM,Shw00505
W3181_3533,,22,,para-aminobenzoate synthase glutamine amidotransferase subunit PabA,pabA,,Folate Biosynthesis,,Unknown,Para-aminobenzoate synthase amidotransferase component (EC 2.6.1.85),Chorismate: Intermediate for synthesis of PAPA antibiotics PABA anthranilate 3-hydroxyanthranilate and more.; <br>Folate Biosynthesis; <br>Tryptophan synthesis,,,C26,,,,,2.6.1.85,core,1,cyt,Shw00504
W3181_3534,,22,,single-strand binding protein Ssb,ssb,,DNA repair,,Unknown,Single-stranded DNA-binding protein,DNA repair bacterial; <br>DNA repair bacterial RecFOR pathway,,,,,,DNA,,,core,1,cyt,Shw07912
W3181_3535,,22,,drug:H+ antiporter DHA1 family,,,Transport | export,,Dispensable,Putative transport protein,,,,,,,,2.A.1.2,,core,1,IM 12 TM,Shw07911
W3181_3536,,22,,excinuclease ABC A subunit UvrA,uvrA,,DNA repair,,Dispensable,Excinuclease ABC subunit A,DNA repair UvrABC system,,,,ATP,,,,,core,1,cyt,Shw07910
W3181_3537,,22,,ATP-dependent RNA helicase DeaD,deaD,,ATP-dependent RNA helicases,,Dispensable,Cold-shock DEAD-box protein A,ATP-dependent RNA helicases bacterial,,,,ATP,,,,3.6.4.13,core,1,cyt,Shw07909
W3181_3538,,20,,conserved hypothetical membrane protein,,,,,Unknown,hypothetical protein,,,,,,,,,,,1,IM 2 TM,Shw07153
W3181_3539,,16,,hydrolase haloacid dehalogenase-like family,,,,,Dispensable,Predicted phosphatases,,,,,,,,,,no obligate marine but Swoo,1,cyt,Shw06961
W3181_3540,,17,,10 TMS drug/metabolite efflux pump (DME) family,,,Transport,,Dispensable,Alr1538 protein,,,,,,,,2.A.7.3,,,1,IM 10 TM,Shw07000
W3181_3541,,13,,hydratase/decarboxylase family protein,,,,,Dispensable,2-keto-4-pentenoate hydratase (EC 4.2.1.-),Biphenyl Degradation,,,,,,,,,,1,cyt,Shw06812
W3181_3542,,20,,TonB mediated energy transduction system energy transducer component TonB,tonB,,TonB receptor activation,,Dispensable,Ferric siderophore transport system periplasmic binding protein TonB,Hemin transport system; <br>Ton and Tol transport systems,,,,,,,2.C.1,,mtr core,1,peri,Shw07145
W3181_3543,,22,,conserved hypothetical protein,,,,,Dispensable,hypothetical protein,,,,,,,,,,core,1,cyt,Shw07908
W3181_3544,,2,,conserved hypothetical protein,,,,,,hypothetical protein,,,,,,,,,,mobile - integron,1,cyt,Shw03670
W3181_3545,,1,,hypothetical protein,,,,,,hypothetical protein,,,,,,,,,,mobile - integron,1,cyt,W3181_3545
W3181_3546,,15,,SoxA-like diheme cytochrome c,,,Respiration,,Dispensable,FIG002261: Cytochrome c family protein,A cytochrome c family cluster of two genes,,,,heme c (2),,,,,,1,peri,Shw06915
W3181_3547,,15,,diheme cytochrome c4,,,Respiration,,Dispensable,FIG135464: Cytochrome c4,A cytochrome c family cluster of two genes; <br>Soluble cytochromes and functionally related electron carriers,,,,heme c (2),,,,,,1,peri,Shw06916
W3181_3548,,14,,putative DUF2955 domain transport system permease component,,,Transport|export - ,,Dispensable,Permease of the major facilitator superfamily,,,,,,,,?,,,1,IM 8 TM,Shw06859
W3181_3549,,14,,putative DUF2955 domain transport system MFP component,,,Transport|export - ,,Dispensable,HlyD family secretion protein,,,,,,,,8.A.1,,,1,IM 1 TM,Shw06858
W3181_3550,,14,,transcriptional regulator SlyA,slyA,,1CP - adjacent efflux pump,,Dispensable,Transcriptional regulator SlyA,,,MarR,,,,,,,,1,cyt,Shw06857
W3181_3551,,12,,methyl-accepting chemotaxis protein,,,Chemotaxis,,Dispensable,Methyl-accepting chemotaxis protein homolog 4,,,,,,,,,,,1,IM 2 TM,Shw06761
W3181_3552,,21,,"5,10-methylenetetrahydrofolate reductase MetF",metF,,Methionine Biosynthesis,MetJ,Dispensable,510-methylenetetrahydrofolate reductase (EC 1.5.1.20),Methionine Biosynthesis; <br>One-carbon metabolism by tetrahydropterines; <br>Serine-glyoxylate cycle,,,,NAD,,,,1.5.1.20,no swp,1,cyt,Shw07268
W3181_3553,,22,,bifunctional aspartokinase II/homoserine dehydrogenase methionine-sensitive MetL,metL,,Methionine Biosynthesis,MetJ,Dispensable,Aspartokinase (EC 2.7.2.4) / Homoserine dehydrogenase (EC 1.1.1.3),Lysine Biosynthesis DAP Pathway; <br>Methionine Biosynthesis; <br>Threonine and Homoserine Biosynthesis; <br>Threonine and Homoserine Biosynthesis,,,,NAD,,,,"2.7.2.4, 1.1.1.3",core,1,cyt,Shw07907
W3181_3554,,22,,cystathionine gamma-synthase MetB,metB,,Methionine Biosynthesis,MetJ,Dispensable,Cystathionine gamma-synthase (EC 2.5.1.48),Methionine Biosynthesis,,,,pyridoxyl phosphate (PLP),,,,2.5.1.48,core,1,cyt,Shw07906
W3181_3555,,22,,S-adenosylmethionine-responsive transcriptional repressor of methionine metabolism MetJ,metJ,,Methionine Biosynthesis,MetJ,Dispensable,Methionine repressor MetJ,Methionine Biosynthesis,,,,,,,,,core,1,cyt,Shw07905
W3181_3556,,22,,4-toluene sulfonate uptake permease family protein,,,Transport,,Unknown,hypothetical protein,,,,,,,,2.A.102,,core,1,IM 7 TM,Shw07904
W3181_3557,,18,,sulfur reductase membrane anchoring component PhsC,phsC,,Electron transfer - sulfur thiosulfate,,Dispensable,polysulfide reductase subunit C,Anaerobic respiratory reductases,,,,,,,5.A.3.5,,,1,IM 8 TM,Shw07054
W3181_3558,,18,,sulfur reductase FeS subunit PhsB,phsB,,Electron transfer - sulfur thiosulfate,,Dispensable,polysulfide reductase subunit B,Anaerobic respiratory reductases,,,,,4Fe-4S; 3Fe-4S,,5.A.3.5,1.97.1.3,,1,peri,Shw07055
W3181_3559^,,18,,sulfur reductase molybdoperterin-binding subunit PhsA,phsA,,Electron transfer - sulfur thiosulfate,,Dispensable,polysulfide reductase subunit A,Anaerobic respiratory reductases,,,,Molybdopterin,4Fe-4S,,5.A.3.5,1.97.1.3,,1,peri,Shw07056
W3181_3561,,13,,pentapeptide repeat protein McbG,mcbG,,,,Dispensable,McbG-like protein,,,,,,,,,,,1,cyt,Shw06822
W3181_3562,,11,,hypothetical protein,,,,,,,,,,,,,,,,,1,cyt,Shw06689
W3181_3563,,22,,phosphoribosylaminoimidazole-succinocarboxamide synthase PurC,purC,,De Novo Purine Biosynthesis,,Dispensable,Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6),De Novo Purine Biosynthesis,,,,,,,,6.3.2.6,core,1,cyt,Shw07663
W3181_3564,,3,,ISSpu12 transposase TnpA_ISSpu12,tnpA_ISSpu12,,DNA mobilization - IS element,,,hypothetical protein,,,,,,,,,,mobile - ISSpu12,1,cyt,tnpa_ISSpu12
W3181_3566^,,2,,diguanylate phosphodiesterase,,,Sensory transduction,,,hypothetical protein,,,,,,,,,,,1,cyt,Shw03474
W3181_3567,,3,,MORN variant repeat protein,,,,,,hypothetical protein,,,,,,,,,,sput only,1,cyt,Shw04692
W3181_3568,,8,,outer membrane protein with OmpA domain,,,Omp,,,putative outer membrane protein A,,,,,,,,,,mobile - flanked by 138 bp repeat,1,OM,Shw06399
W3181_3569,,7,,TonB-dependent siderophore receptor,,,Omp TonB|siderophore (copragen rhodotorulic acid),,,Outer membrane receptor for ferric coprogen and ferric-rhodotorulic acid,Ton and Tol transport systems,,,,,,,1.B.14,,,1,OM,Shw06177
W3181_3570,,16,,SAM-dependent methyltransferase type 11,,,,,Dispensable,SAM-dependent methyltransferases,,,,,SAM,,,,,,1,cyt,Shw06962
W3181_3571,,9,,diguanylate phosphodiesterase,,,Sensory transduction,,,EAL domain protein,,,,,,,,,,,1,cyt,Shw06520
W3181_3572,,22,,periplasmic protein associated with oxidative stress YggE,yggE,yliG,,,Dispensable,Protein of unknown function DUF541,,,,,,,,,,core,1,peri,Shw07916
W3181_3573,,12,,ribosomal protein S12 methylthiotransferase RimO,rimO,miaB,Ribosome,,Dispensable Unclear In Ecoli,Ribosomal protein S12p Asp88 (E. coli) methylthiotransferase,Methylthiotransferases; <br>Ribosomal protein S12p Asp methylthiotransferase,,,,SAM,,,,,,1,cyt,Shw06769
W3181_3574,,7,,fumarate hydratase FumC,fumC,,Electron transfer - fumarate,,,Fumarate hydratase class II (EC 4.2.1.2),TCA Cycle,,,,,,,,4.2.1.2,,1,cyt,Shw06194
W3181_3575,,19,,alternative ribosome-rescue factor ArfA,arfA,,translation,,Dispensable,protein of unknown function DUF331,,,,,,,,,,,1,cyt,Shw07085
W3181_3576,,12,,ABC-type transport system substrate-binding component,,,Transport,,Dispensable,ABC-type amino acid transport/signal transduction system,,,,,,,,3.A.1,,,1,peri,Shw06776
W3181_3577,,13,,TonB-dependent receptor,,,Omp TonB|,,Dispensable,TonB dependent receptor,,,,,,,,1.B.14,,,1,OM,Shw06813
W3181_3578,,22,,microcin-processing peptidase TldE,tldE,,Putative TldE-TldD proteolytic complex,,Dispensable,TldE/PmbA protein part of proposed TldE/TldD proteolytic complex (PMID 12029038),Putative TldE-TldD proteolytic complex,,,,,Zn,,,,core,1,cyt,Shw07537
W3181_3579,,22,,protein of unknown function DUF615,,,Putative TldE-TldD proteolytic complex,,Unknown,FIG138315: Putative alpha helix protein,Putative TldE-TldD proteolytic complex,,,,,,,,,core,1,cyt,Shw07536
W3181_3580,,20,,outer membrane lipoprotein intimin-like,,,surface structure - intimin,,Dispensable,Invasin domain protein,,,,,,,,,,no Sama PV4,1,LP-surface,Shw07152
W3181_3581,,3,,putative MgtC transporter family protein,,,Transport | uptake - Mg?,,,Transporter MgtC family,,,,,,,,9.B.20.2,,sput only,1,IM 5 TM,Shw04691
W3181_3582,,3,,heme-dependent catalase KatE,katE,,Oxidative stress - superoxide degradation,,,Catalase (EC 1.11.1.6),Oxidative stress; <br>Protection from Reactive Oxygen Species,,,,heme d,,,,1.11.1.6,sput only,1,cyt,Shw04690
W3181_3583,,3,,conserved hypothetical protein,,,,,,hypothetical protein,,,,,,,,,,sput only,1,cyt,Shw04689
W3181_3584,,3,,conserved hypothetical protein,,,,,,Mll5186 protein,,,,,,,,,,sput only,1,IM 4 TM,Shw04688
W3181_3585,,11,,putrescine uptake protein PuuP,puuP,,Transport | uptake - putrescine,,Dispensable,Amino acid permease,,,,,,,,2.A.3.1,,,1,IM 12 TM,Shw06688
W3181_3585.1 W3181_4140,,11,,putative microcin,,,microbial defense-microcin,,,hypothetical protein,,,,,,,,,,,1,cyt,Shw06687
W3181_3586,,2,,voltage-gated sodium channel protein,,,,,,Voltage-gated sodium channel subunit,,,,,,,,1.A.1.14,,,1,IM 5 TM,Shw03671
W3181_3587,,21,,ABC-type efflux system permease component 2,,,secretion - T1SS?,,Dispensable,ABC-type multidrug transport system permease component,,,,,,,,3.A.1,,no Sden,1,IM 6 TM,Shw07228
W3181_3588,,21,,ABC-type efflux system permease component 1,,,secretion - T1SS?,,Dispensable,ABC-type multidrug transport system permease component,,,,,,,,3.A.1,,no Sden,1,IM 6 TM,Shw07227
W3181_3589,,21,,ABC-type efflux system MFP component,,,Transport,,Dispensable,HlyD family secretion protein,,,,,,,,8.A.1,,no Sden,1,IM 1 TM,Shw07226
W3181_3590,,21,,ABC-type efflux system secretin component,,,secretion - T1SS?,,Dispensable,Outer membrane efflux protein,,,,,,,,1.B.17,,no Sden,1,OM,Shw07225
W3181_3591,,22,,microcin-processing peptidase 2 TldD,tldD,,Putative TldE-TldD proteolytic complex,,Dispensable,TldD protein part of proposed TldE/TldD proteolytic complex (PMID 12029038),CBSS-316057.3.peg.563; <br>CBSS-354.1.peg.2917; <br>Putative TldE-TldD proteolytic complex,,,U62,,Zn,,,,core,1,cyt,Shw07535
W3181_3592,,22,,hydrolase carbon-nitrogen family,,,CBSS-354.1.peg.2917,,Dispensable,FIG003879: Predicted amidohydrolase,CBSS-354.1.peg.2917,,,,,,,,,core,1,cyt,Shw07534
W3181_3593,,22,,conserved protein TIGR02099,,,CBSS-354.1.peg.2917,,Dispensable,FIG005080: Possible exported protein,CBSS-354.1.peg.2917,,,,,,,,,core,1,IM 1 TM,Shw07533
W3181_3594,,22,,ribonuclease G Rng,rng,,RNA processing and degradation,,Dispensable,Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-),Bacterial Cell Division; <br>CBSS-354.1.peg.2917; <br>RNA processing and degradation bacterial,,,,,,,,3.1.4.-,core,1,cyt,Shw07532
W3181_3595,,22,,Maf septum formation family protein YhdE,yhdE,,Cell division,,Dispensable,Septum formation protein Maf,Bacterial Cell Division; <br>Bacterial Cytoskeleton; <br>CBSS-354.1.peg.2917,,,,,,,,,core,1,cyt,Shw07531
W3181_3596,,22,,cell wall structural complex component MreD,mreD,,maintenance rod shape,,Expected Essential,Rod shape-determining protein MreD,Bacterial Cell Division; <br>Bacterial Cytoskeleton; <br>CBSS-354.1.peg.2917,,,,,,,2.A.79.2,,core,1,IM 4 TM,Shw07530
W3181_3597,,22,,cell wall structural complex component MreC,mreC,,maintenance rod shape,,Expected Essential,Rod shape-determining protein MreC,Bacterial Cell Division; <br>Bacterial Cytoskeleton; <br>CBSS-354.1.peg.2917,,,,,,,,,core,1,IM 1 TM,Shw07529
W3181_3598,,22,,cell wall structural complex component MreB,mreB,,maintenance rod shape,,Expected Essential,Rod shape-determining protein MreB,Bacterial Cell Division; <br>Bacterial Cytoskeleton,,,,ATP,,,,,core,1,cyt-IM assoc,Shw07528
